FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Phase_I_PheWAS	Importance	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
26811	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of precentral (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of precentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26811
26812	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of precuneus (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of precuneus in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26812
26813	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of rostralanteriorcingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of rostralanteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26813
26814	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of rostralmiddlefrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of rostralmiddlefrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26814
26815	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of superiorfrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of superiorfrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26815
26816	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of superiorparietal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of superiorparietal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26816
26817	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of superiortemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of superiortemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26817
26818	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of supramarginal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of supramarginal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26818
26819	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of frontalpole (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of frontalpole in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26819
26820	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of transversetemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of transversetemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26820
26821	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of insula (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of insula in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26821
26822	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of TotalSurface (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of TotalSurface in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26822
26823	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of bankssts (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of bankssts in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26823
26824	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of caudalanteriorcingulate (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of caudalanteriorcingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26824
26825	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of caudalmiddlefrontal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of caudalmiddlefrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26825
26826	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of cuneus (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of cuneus in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26826
26827	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of entorhinal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of entorhinal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26827
26828	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of fusiform (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of fusiform in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26828
26829	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of inferiorparietal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of inferiorparietal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26829
26830	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of inferiortemporal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of inferiortemporal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26830
26831	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of isthmuscingulate (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of isthmuscingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26831
26832	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of lateraloccipital (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of lateraloccipital in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26832
26833	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of lateralorbitofrontal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of lateralorbitofrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26833
26834	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of lingual (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of lingual in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26834
26835	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of medialorbitofrontal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of medialorbitofrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26835
26836	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of middletemporal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of middletemporal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26836
26837	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parahippocampal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of parahippocampal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26837
26838	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of paracentral (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of paracentral in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26838
26839	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parsopercularis (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of parsopercularis in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26839
26840	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parsorbitalis (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of parsorbitalis in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26840
26841	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parstriangularis (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of parstriangularis in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26841
26842	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of pericalcarine (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of pericalcarine in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26842
26843	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of postcentral (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of postcentral in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26843
26844	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of posteriorcingulate (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of posteriorcingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26844
26845	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of precentral (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of precentral in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26845
26846	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of precuneus (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of precuneus in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26846
26847	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of rostralanteriorcingulate (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of rostralanteriorcingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26847
26848	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of rostralmiddlefrontal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of rostralmiddlefrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26848
26849	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiorfrontal (right hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of superiorfrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26849
