Path,Category,FieldID,Field,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Coding,Notes,Link
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26538,Mean intensity of Lateral-Ventricle (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26538
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26539,Mean intensity of Inf-Lat-Vent (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26539
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26540,Mean intensity of Cerebellum-White-Matter (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26540
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26541,Mean intensity of Cerebellum-Cortex (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26541
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26542,Mean intensity of Thalamus-Proper (left hemisphere),40097,41469,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26542
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26543,Mean intensity of Caudate (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26543
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26544,Mean intensity of Putamen (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26544
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26545,Mean intensity of Pallidum (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26545
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26546,Mean intensity of Hippocampus (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26546
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26547,Mean intensity of Amygdala (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26547
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26548,Mean intensity of Accumbens-area (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26548
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26549,Mean intensity of VentralDC (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26549
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26550,Mean intensity of vessel (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26550
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26551,Mean intensity of choroid-plexus (left hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26551
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26552,Volume of Cortex (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26552
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26553,Volume of CerebralWhiteMatter (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of CerebralWhiteMatter in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26553
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26554,Volume of Lateral-Ventricle (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26554
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26555,Volume of Inf-Lat-Vent (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26555
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26556,Volume of Cerebellum-White-Matter (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26556
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26557,Volume of Cerebellum-Cortex (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26557
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26558,Volume of Thalamus-Proper (left hemisphere),40097,41469,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26558
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26559,Volume of Caudate (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26559
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26560,Volume of Putamen (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26560
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26561,Volume of Pallidum (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26561
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26562,Volume of Hippocampus (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26562
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26563,Volume of Amygdala (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26563
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26564,Volume of Accumbens-area (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26564
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26565,Volume of VentralDC (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26565
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26566,Volume of vessel (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26566
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26567,Volume of choroid-plexus (left hemisphere),40098,41470,Accruing,Continuous,mm3,Data,Derived,Unisex,2,1,,Volume of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26567
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26568,Number of HolesBeforeFixing (left hemisphere),40098,41470,Accruing,Integer,count,Data,Derived,Unisex,2,1,,Number of HolesBeforeFixing in the left hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26568
UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG,190,26569,Mean intensity of Lateral-Ventricle (right hemisphere),40098,41470,Accruing,Continuous,AU,Data,Derived,Unisex,2,1,,Mean intensity of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26569
